date, pm25, pm10, o3, no2, so2, co
2022-04-29,52,33,38,15,6,4
2022-04-30,53,46,46,10,6,5
2022-05-01,61,44,48,16,5,3
2022-05-02,60,37,69,14,2,3
2022-05-03,67,43,77,15,3,3
2022-05-04,70,39,81,12,3,3
2022-05-05,64,41,55,14,5,4
2022-05-06,68,41,44,11,4,4
2022-05-07,60,22,44,10,4,3
2022-05-08,32,28,44,13,4,4
2022-05-09,36,35,44,19,4,5
2022-05-10,51,36,63,16,4,4
2022-05-11,64,56,43,21,8,8
2022-05-12,94,43,41,21,7,8
2022-05-13,66,42,53,13,4,5
2022-05-14,60,30,47,10,5,5
2022-05-15,47,37,58,12,5,4
2022-05-16,57,43,76,17,4,4
2022-05-17,67,46,91,14,4,5
2022-05-18,74,50,85,16,3,4
2022-05-19,76,43,60,15,5,5
2022-05-20,74,41,67,11,11,7
2022-05-21,78,54,88,12,6,7
2022-05-22,77,51,57,17,9,6
2022-05-23,83,70,95,18,10,6
2022-05-24,110,66,109,20,7,7
2022-05-25,123,39,56,14,5,4
2022-05-26,60,42,60,12,3,4
2022-05-27,51,37,75,10,3,3
2022-05-28,56,36,75,10,6,3
2022-05-29,59,46,46,18,8,3
2022-05-30,70,49,53,14,9,4
2022-05-31,70,52,81,14,8,4
2022-06-01,79,50,78,15,9,3
2022-06-02,91,42,63,15,8,4
2022-06-03,73,46,42,13,5,4
2022-06-04,42,44,44,12,10,6
2022-06-05,56,38,44,20,10,12
2022-06-06,62,30,27,12,8,7
2022-06-07,45,35,29,12,4,5
2022-06-08,56,34,32,13,9,7
2022-06-09,66,33,31,17,11,6
2022-06-10,60,32,32,14,6,5
2022-06-11,57,23,35,11,8,7
2022-06-12,41,28,32,9,6,3
2022-06-13,42,28,32,17,7,7
2022-06-14,44,29,34,18,6,10
2022-06-15,44,41,52,13,4,4
2022-06-16,70,40,93,13,4,3
2022-06-17,62,36,79,12,6,7
2022-06-18,70,41,77,11,5,7
2022-06-19,65,38,64,14,8,2
2022-06-20,63,35,30,14,5,2
2022-06-21,44,42,109,13,5,2
2022-06-22,79,30,39,8,4,5
2022-06-23,51,26,47,8,4,1
2022-06-24,45,36,73,9,3,6
2022-06-25,73,21,32,8,3,4
2022-06-26,46,20,14,11,4,7
2022-06-27,28,19,18,8,4,5
2022-06-28,20,19,23,8,3,3
2022-06-29,30,19,27,9,3,2
2022-06-30,35,34,71,12,10,3
2022-01-03,59,33,31,19,4,5
2022-01-04,65,35,27,22,4,5
2022-01-05,63,33,27,19,2,4
2022-01-06,63,43,28,24,3,5
2022-01-07,75,36,31,14,3,4
2022-01-08,69,63,38,16,3,6
2022-01-09,140,73,30,27,3,7
2022-01-10,154,41,30,10,2,4
2022-01-11,60,24,28,10,3,4
2022-01-12,50,33,28,9,3,4
2022-01-13,53,28,25,14,2,3
2022-01-14,52,28,30,20,2,4
2022-01-15,57,42,34,14,2,5
2022-01-16,81,26,29,10,2,2
2022-01-17,47,27,29,12,2,2
2022-01-18,54,42,36,18,3,4
2022-01-19,77,40,33,21,4,6
2022-01-20,71,39,31,22,6,4
2022-01-21,69,42,33,23,4,6
2022-01-22,75,46,40,21,5,7
2022-01-23,84,34,36,18,2,7
2022-01-24,55,31,30,19,2,4
2022-01-25,60,50,39,13,1,5
2022-01-26,106,57,38,18,3,5
2022-01-27,116,38,35,13,2,5
2022-01-28,72,25,36,8,2,4
2022-01-29,53,29,34,9,2,4
2022-01-30,58,27,36,8,1,4
2022-01-31,56,37,37,8,2,5
2022-02-01,75,37,36,6,2,5
2022-02-02,81,22,36,7,2,4
2022-02-03,48,35,36,8,3,4
2022-02-04,61,30,36,5,2,3
2022-02-05,51,29,36,4,2,3
2022-02-06,48,24,33,11,2,3
2022-02-07,50,31,33,19,2,5
2022-02-08,63,41,34,21,3,5
2022-02-09,74,42,39,18,4,6
2022-02-10,78,42,33,16,4,5
2022-02-11,81,49,47,17,6,6
2022-02-12,99,53,39,17,4,7
2022-02-13,106,42,40,20,4,7
2022-02-14,83,38,40,6,2,6
2022-02-15,73,34,37,5,2,3
2022-02-16,62,32,35,12,3,4
2022-02-17,58,38,32,17,4,5
2022-02-18,68,34,36,15,2,4
2022-02-19,71,32,38,5,2,4
2022-02-20,60,32,36,10,1,4
2022-02-21,60,34,35,9,2,4
2022-02-22,61,30,34,9,3,4
2022-02-23,58,31,36,9,3,4
2022-02-24,54,53,48,12,3,4
2022-02-25,97,66,56,13,2,6
2022-02-26,131,44,42,8,2,4
2022-02-27,76,41,38,17,4,4
2022-02-28,63,46,52,20,3,4
2022-03-01,89,34,39,9,3,4
2022-03-02,70,47,40,16,5,6
2022-03-03,75,68,66,21,5,5
2022-03-04,108,92,50,7,3,3
2022-03-05,75,45,41,8,3,4
2022-03-06,60,55,39,19,5,4
2022-03-07,81,58,46,22,5,5
2022-03-08,91,71,51,21,7,5
2022-03-09,127,68,49,26,3,5
2022-03-10,125,56,51,20,3,3
2022-03-11,89,64,50,19,5,4
2022-03-12,105,44,38,20,6,3
2022-03-13,69,30,42,16,6,3
2022-03-14,56,42,42,14,4,5
2022-03-15,81,66,44,21,4,5
2022-03-16,101,41,44,16,6,4
2022-03-17,68,22,38,19,5,4
2022-03-18,46,22,35,12,3,3
2022-03-19,45,15,37,9,3,4
2022-03-20,49,32,42,11,3,5
2022-03-21,61,44,47,13,3,6
2022-03-22,74,48,42,17,3,4
2022-03-23,85,62,55,19,3,5
2022-03-24,115,66,50,22,3,3
2022-03-25,116,30,39,13,5,4
2022-03-26,51,44,54,6,3,3
2022-03-27,60,31,44,11,5,4
2022-03-28,49,41,41,18,6,4
2022-03-29,66,47,51,24,5,5
2022-03-30,76,30,43,17,6,8
2022-03-31,51,21,37,10,4,3
2021-10-01,54,38,70,12,4,6
2021-10-02,79,46,86,12,4,6
2021-10-03,94,49,49,12,5,4
2021-10-04,79,37,44,12,6,6
2021-10-05,75,24,33,18,5,6
2021-10-06,60,27,52,11,3,4
2021-10-07,65,35,30,31,11,17
2021-10-08,61,30,31,18,3,7
2021-10-09,67,26,36,9,3,5
2021-10-10,64,28,37,19,6,12
2021-10-11,59,26,38,20,8,12
2021-10-12,48,30,35,21,5,8
2021-10-13,48,26,35,14,3,6
2021-10-14,55,35,38,20,6,10
2021-10-15,68,24,35,11,4,5
2021-10-16,48,27,33,7,3,5
2021-10-17,48,30,32,16,3,6
2021-10-18,58,34,39,16,5,7
2021-10-19,68,30,33,15,8,6
2021-10-20,57,28,27,19,5,5
2021-10-21,52,29,35,17,8,8
2021-10-22,60,22,40,13,6,6
2021-10-23,48,27,42,11,6,6
2021-10-24,59,32,45,17,5,8
2021-10-25,68,41,42,18,5,7
2021-10-26,84,56,58,18,5,7
2021-10-27,110,49,31,19,9,8
2021-10-28,64,32,35,12,8,4
2021-10-29,46,41,29,15,6,5
2021-10-30,54,35,41,13,5,6
2021-10-31,66,52,48,16,5,4
2021-11-01,85,46,45,19,6,5
2021-11-02,80,48,32,18,6,4
2021-11-03,72,61,40,19,10,6
2021-11-04,93,60,49,27,11,4
2021-11-05,106,53,50,33,10,4
2021-11-06,78,27,46,28,12,4
2021-11-07,46,32,35,17,33,3
2021-11-08,51,26,31,11,3,3
2021-11-09,33,19,31,9,2,4
2021-11-10,29,21,33,8,3,3
2021-11-11,39,23,30,9,3,3
2021-11-12,39,28,35,12,2,4
2021-11-13,51,46,50,16,3,5
2021-11-14,75,58,49,22,4,6
2021-11-15,92,62,40,22,3,6
2021-11-16,88,61,36,21,3,5
2021-11-17,77,64,50,22,3,5
2021-11-18,77,75,58,22,3,5
2021-11-19,96,69,53,23,4,6
2021-11-20,138,70,47,22,3,5
2021-11-21,127,49,37,11,2,3
2021-11-22,64,39,32,9,2,4
2021-11-23,44,37,31,14,4,5
2021-11-24,53,61,39,20,3,4
2021-11-25,88,42,36,12,2,4
2021-11-26,58,39,36,16,3,5
2021-11-27,65,32,34,16,3,6
2021-11-28,61,39,31,24,3,5
2021-11-29,66,50,33,24,3,7
2021-11-30,78,22,29,7,2,4
2021-12-01,37,22,23,9,3,4
2021-12-02,44,36,31,12,4,3
2021-12-03,58,21,30,11,4,5
2021-12-04,43,35,30,16,6,7
2021-12-05,63,47,28,23,4,4
2021-12-06,85,51,43,26,6,9
2021-12-07,85,41,34,21,5,6
2021-12-08,66,26,28,18,3,5
2021-12-09,52,31,25,17,4,5
2021-12-10,58,47,35,16,2,5
2021-12-11,99,48,35,7,4,5
2021-12-12,81,20,28,10,3,4
2021-12-13,40,25,33,16,6,5
2021-12-14,51,54,31,28,6,5
2021-12-15,80,60,26,31,4,8
2021-12-16,122,57,34,11,4,5
2021-12-17,77,23,29,13,4,5
2021-12-18,39,31,30,7,3,5
2021-12-19,53,49,33,8,4,5
2021-12-20,74,73,35,22,4,5
2021-12-21,106,55,35,23,6,6
2021-12-22,94,46,28,24,4,5
2021-12-23,78,61,31,18,4,6
2021-12-24,114,34,32,7,4,4
2021-12-25,53,19,31,4,4,3
2021-12-26,35,22,32,9,3,3
2021-12-27,36,39,28,17,5,5
2021-12-28,67,50,33,19,3,4
2021-12-29,90,34,32,9,4,3
2021-12-30,59,22,31,7,4,3
2021-12-31,39,20,29,8,5,4
2022-01-01,38,40,35,13,5,5
2022-01-02,79,31,28,13,3,5
2021-07-01,64,40,36,21,12,9
2021-07-02,59,27,58,13,9,5
2021-07-03,55,24,51,11,8,5
2021-07-04,51,26,35,11,7,6
2021-07-05,55,21,35,12,5,5
2021-07-06,49,36,30,21,7,6
2021-07-07,73,33,49,17,10,8
2021-07-08,58,29,45,16,7,5
2021-07-09,57,42,92,10,10,4
2021-07-10,83,34,83,9,7,5
2021-07-11,73,33,79,13,11,5
2021-07-12,66,36,52,15,9,5
2021-07-13,72,40,62,15,11,6
2021-07-14,68,41,37,16,9,5
2021-07-15,73,37,51,10,9,4
2021-07-16,64,28,34,10,11,3
2021-07-17,50,22,27,10,7,3
2021-07-18,49,27,35,13,9,5
2021-07-19,58,32,25,12,7,4
2021-07-20,52,32,26,11,6,5
2021-07-21,54,36,26,11,9,5
2021-07-22,61,40,28,11,8,5
2021-07-23,62,25,28,11,11,3
2021-07-24,59,23,34,8,6,3
2021-07-25,63,27,35,12,7,3
2021-07-26,60,31,34,12,7,3
2021-07-27,59,30,27,11,8,5
2021-07-28,55,32,37,13,9,7
2021-07-29,58,41,97,18,10,5
2021-07-30,72,37,54,13,11,6
2021-07-31,79,36,59,11,7,4
2021-08-01,78,30,41,10,8,4
2021-08-02,54,30,48,10,4,3
2021-08-03,61,32,39,12,6,5
2021-08-04,62,38,57,13,10,5
2021-08-05,75,29,44,12,6,5
2021-08-06,67,33,35,13,9,6
2021-08-07,63,31,39,18,9,9
2021-08-08,62,34,40,17,8,8
2021-08-09,51,35,28,13,5,5
2021-08-10,54,37,49,11,6,6
2021-08-11,60,39,45,13,6,7
2021-08-12,62,32,40,17,7,7
2021-08-13,58,22,41,14,7,4
2021-08-14,47,35,33,16,8,11
2021-08-15,63,38,35,15,8,9
2021-08-16,67,31,39,20,9,14
2021-08-17,53,32,51,21,10,12
2021-08-18,54,35,37,23,12,11
2021-08-19,59,34,42,15,5,5
2021-08-20,58,28,43,13,4,5
2021-08-21,58,21,49,7,5,5
2021-08-22,49,35,37,14,5,7
2021-08-23,70,28,31,17,6,7
2021-08-24,57,32,24,13,2,6
2021-08-25,60,41,61,13,3,6
2021-08-26,64,59,71,15,4,8
2021-08-27,90,25,61,8,3,5
2021-08-28,54,38,43,11,4,7
2021-08-29,71,32,49,12,5,6
2021-08-30,64,47,49,19,7,5
2021-08-31,80,24,43,16,4,10
2021-09-01,57,28,50,14,6,6
2021-09-02,49,31,35,17,6,9
2021-09-03,60,32,39,16,7,7
2021-09-04,55,35,38,18,8,14
2021-09-05,63,33,39,12,7,7
2021-09-06,58,32,29,13,3,5
2021-09-07,61,28,38,8,4,3
2021-09-08,51,30,57,10,6,5
2021-09-09,61,39,41,13,3,5
2021-09-10,81,37,72,12,5,5
2021-09-11,79,33,49,8,4,6
2021-09-12,69,33,39,11,6,4
2021-09-13,31,37,40,15,4,5
2021-09-14,41,34,42,35,6,8
2021-09-15,44,40,37,44,5,5
2021-09-16,45,25,39,18,7,5
2021-09-17,48,33,36,15,6,6
2021-09-18,32,19,41,10,2,4
2021-09-19,30,19,38,7,4,3
2021-09-20,40,24,30,8,3,3
2021-09-21,39,24,56,6,2,4
2021-09-22,51,25,43,10,2,4
2021-09-23,36,31,29,20,3,8
2021-09-24,56,29,36,15,12,6
2021-09-25,39,21,37,13,8,6
2021-09-26,42,28,35,20,8,7
2021-09-27,50,30,33,20,8,8
2021-09-28,52,25,28,12,4,4
2021-09-29,57,20,40,17,8,10
2021-09-30,45,26,38,13,5,6
2021-04-01,75,52,58,14,7,11
2021-04-02,59,52,49,23,7,13
2021-04-03,87,39,53,26,13,21
2021-04-04,67,41,46,14,8,10
2021-04-05,65,40,42,21,7,10
2021-04-06,68,53,60,17,7,5
2021-04-07,81,50,52,16,9,5
2021-04-08,72,41,53,16,10,5
2021-04-09,68,37,49,14,10,5
2021-04-10,62,37,51,15,8,6
2021-04-11,65,44,41,22,5,6
2021-04-12,81,26,54,9,5,4
2021-04-13,41,38,50,11,7,4
2021-04-14,60,51,52,17,9,6
2021-04-15,77,50,69,18,5,4
2021-04-16,83,94,57,14,4,3
2021-04-17,87,42,55,10,7,5
2021-04-18,57,50,80,9,5,5
2021-04-19,63,63,92,14,7,7
2021-04-20,84,76,92,28,14,9
2021-04-21,124,78,72,29,10,10
2021-04-22,125,55,65,25,13,12
2021-04-23,74,42,58,18,10,14
2021-04-24,65,49,55,12,8,7
2021-04-25,69,33,52,12,6,6
2021-04-26,53,40,65,14,5,6
2021-04-27,67,59,67,12,4,4
2021-04-28,72,68,76,18,7,9
2021-04-29,89,63,77,13,8,7
2021-04-30,69,36,47,9,3,5
2021-05-01,63,35,59,8,4,5
2021-05-02,58,31,55,8,3,4
2021-05-03,48,33,46,13,6,6
2021-05-04,54,39,67,9,5,5
2021-05-05,51,59,80,14,3,4
2021-05-06,63,77,79,13,4,4
2021-05-07,99,123,51,7,4,3
2021-05-08,129,72,59,6,4,3
2021-05-09,76,36,51,14,3,4
2021-05-10,53,37,63,16,5,5
2021-05-11,66,42,56,17,9,9
2021-05-12,59,53,57,19,14,9
2021-05-13,79,58,68,23,12,9
2021-05-14,113,55,17,19,6,7
2021-05-15,117,34,48,15,4,5
2021-05-16,69,23,47,18,3,7
2021-05-17,54,38,33,16,5,6
2021-05-18,82,47,63,14,7,6
2021-05-19,90,47,56,21,6,9
2021-05-20,91,24,48,12,4,5
2021-05-21,49,29,59,8,4,4
2021-05-22,62,38,71,9,4,4
2021-05-23,77,50,58,17,9,6
2021-05-24,94,87,62,14,5,4
2021-05-25,102,47,61,14,4,5
2021-05-26,63,30,62,10,4,3
2021-05-27,54,43,57,15,5,5
2021-05-28,67,29,62,9,4,4
2021-05-29,53,37,72,11,4,5
2021-05-30,64,45,60,14,7,6
2021-05-31,81,48,52,18,12,8
2021-06-01,69,65,71,25,14,8
2021-06-02,109,49,44,19,6,6
2021-06-03,90,30,51,14,5,4
2021-06-04,55,44,100,12,5,4
2021-06-05,70,56,78,11,4,5
2021-06-06,99,52,98,14,5,5
2021-06-07,88,54,96,20,5,5
2021-06-08,93,58,76,19,8,4
2021-06-09,102,62,34,19,8,5
2021-06-10,109,31,41,11,4,3
2021-06-11,66,27,44,15,5,6
2021-06-12,56,40,50,15,7,5
2021-06-13,93,28,45,14,9,4
2021-06-14,64,27,37,13,7,4
2021-06-15,55,30,49,18,5,8
2021-06-16,57,34,46,15,5,4
2021-06-17,57,28,35,10,4,5
2021-06-18,69,28,49,9,5,4
2021-06-19,58,51,80,16,10,8
2021-06-20,97,39,60,11,5,5
2021-06-21,70,29,52,11,6,4
2021-06-22,51,22,23,11,7,3
2021-06-23,41,21,47,13,7,5
2021-06-24,42,30,61,13,11,4
2021-06-25,71,38,92,12,6,4
2021-06-26,87,35,60,12,7,4
2021-06-27,75,40,48,13,6,6
2021-06-28,77,32,47,13,10,6
2021-06-29,67,31,52,11,6,4
2021-06-30,68,36,46,14,10,6
2021-01-04,79,52,26,21,3,6
2021-01-05,96,29,29,17,3,6
2021-01-06,55,38,34,13,4,6
2021-01-07,51,27,28,17,3,6
2021-01-08,48,25,28,11,3,6
2021-01-09,51,26,27,15,4,7
2021-01-10,56,34,32,20,3,7
2021-01-11,65,35,32,25,4,8
2021-01-12,73,95,34,33,5,9
2021-01-13,113,70,42,33,5,9
2021-01-14,98,62,38,28,5,7
2021-01-15,91,72,32,12,3,6
2021-01-16,104,27,31,12,3,5
2021-01-17,48,46,31,16,4,4
2021-01-18,77,37,32,21,7,7
2021-01-19,64,45,26,30,5,8
2021-01-20,77,54,30,30,5,5
2021-01-21,95,43,35,28,6,9
2021-01-22,89,45,35,27,13,23
2021-01-23,73,35,35,20,7,13
2021-01-24,65,28,35,14,7,7
2021-01-25,51,23,27,17,5,6
2021-01-26,50,37,35,15,5,6
2021-01-27,66,43,32,15,5,8
2021-01-28,64,36,31,10,4,6
2021-01-29,44,64,30,15,6,7
2021-01-30,81,43,37,19,11,7
2021-01-31,60,56,39,21,5,7
2021-02-01,97,42,33,10,4,6
2021-02-02,75,37,30,16,4,7
2021-02-03,63,36,32,13,5,5
2021-02-04,61,33,32,17,6,5
2021-02-05,55,67,40,29,5,7
2021-02-06,116,70,44,18,5,7
2021-02-07,139,33,31,11,3,4
2021-02-08,56,27,29,11,4,4
2021-02-09,50,45,32,5,5,4
2021-02-10,74,51,35,12,5,5
2021-02-11,95,53,48,22,6,5
2021-02-12,111,55,54,16,6,8
2021-02-13,108,57,32,20,4,8
2021-02-14,118,37,34,11,3,7
2021-02-15,77,23,31,10,3,5
2021-02-16,55,28,30,8,4,4
2021-02-17,48,37,28,10,3,5
2021-02-18,58,40,37,16,5,6
2021-02-19,66,62,53,28,7,8
2021-02-20,106,64,54,16,7,5
2021-02-21,111,54,46,22,7,7
2021-02-22,79,42,35,15,5,6
2021-02-23,56,42,29,15,4,5
2021-02-24,62,36,27,16,3,7
2021-02-25,70,35,29,18,6,10
2021-02-26,63,36,37,10,10,5
2021-02-27,52,32,35,12,6,5
2021-02-28,54,41,33,23,7,12
2021-03-01,77,32,32,14,7,10
2021-03-02,55,33,30,15,4,4
2021-03-03,53,44,25,17,5,4
2021-03-04,73,44,30,22,8,8
2021-03-05,82,45,36,19,7,6
2021-03-06,76,30,36,14,4,6
2021-03-07,53,37,34,16,7,8
2021-03-08,70,40,40,16,4,7
2021-03-09,79,57,43,17,6,7
2021-03-10,85,52,42,20,5,5
2021-03-11,73,49,55,31,10,16
2021-03-12,97,58,58,16,9,8
2021-03-13,101,55,50,14,3,8
2021-03-14,112,57,50,17,4,9
2021-03-15,119,67,41,13,5,6
2021-03-16,77,81,46,16,8,9
2021-03-17,78,71,48,16,7,7
2021-03-18,71,55,50,11,6,9
2021-03-19,55,36,43,15,6,7
2021-03-20,52,37,46,9,4,6
2021-03-21,74,39,44,9,4,5
2021-03-22,64,74,52,12,4,6
2021-03-23,77,61,55,19,5,8
2021-03-24,84,47,74,18,7,7
2021-03-25,71,65,71,16,8,5
2021-03-26,88,61,42,21,5,6
2021-03-27,93,21,61,11,5,7
2021-03-28,46,228,49,10,4,6
2021-03-29,137,93,57,14,4,7
2021-03-30,79,71,55,18,9,9
2021-03-31,79,67,59,17,6,10
2020-10-01,48,25,50,7,4,3
2020-10-02,55,33,36,10,5,4
2020-10-03,68,38,42,9,4,5
2020-10-04,81,32,33,9,3,4
2020-10-05,48,37,38,14,5,5
2020-10-06,55,41,33,16,10,8
2020-10-07,56,35,29,13,9,3
2020-10-08,45,45,30,16,14,3
2020-10-09,56,50,27,22,20,11
2020-10-10,63,42,37,14,8,5
2020-10-11,55,37,38,16,5,4
2020-10-12,64,44,44,15,4,6
2020-10-13,71,43,38,14,3,4
2020-10-14,64,45,40,15,7,5
2020-10-15,61,32,29,14,5,5
2020-10-16,46,38,51,18,6,5
2020-10-17,65,38,53,14,4,5
2020-10-18,75,51,57,22,6,5
2020-10-19,78,53,57,23,10,6
2020-10-20,85,42,26,18,4,6
2020-10-21,77,36,37,15,4,5
2020-10-22,74,34,34,11,2,6
2020-10-23,53,30,35,9,3,4
2020-10-24,45,29,41,8,3,5
2020-10-25,50,40,48,20,5,7
2020-10-26,66,56,60,23,3,7
2020-10-27,103,68,55,20,3,8
2020-10-28,130,46,41,20,3,6
2020-10-29,66,31,32,13,3,4
2020-10-30,43,25,33,14,2,6
2020-10-31,50,31,30,14,3,6
2020-11-01,63,48,31,15,3,6
2020-11-02,66,41,27,13,2,5
2020-11-03,56,29,29,9,3,3
2020-11-04,45,39,29,18,4,5
2020-11-05,58,43,20,28,4,7
2020-11-06,71,50,51,24,4,6
2020-11-07,83,61,40,10,2,8
2020-11-08,76,31,32,13,4,6
2020-11-09,47,41,30,21,7,7
2020-11-10,61,49,29,25,6,8
2020-11-11,72,39,34,23,4,6
2020-11-12,74,52,42,23,6,6
2020-11-13,92,54,34,22,3,6
2020-11-14,87,41,44,15,5,6
2020-11-15,72,59,44,17,3,7
2020-11-16,112,67,35,24,4,6
2020-11-17,120,50,36,19,6,6
2020-11-18,88,23,34,8,2,3
2020-11-19,40,22,34,6,1,5
2020-11-20,49,32,32,13,3,7
2020-11-21,59,25,30,6,2,5
2020-11-22,52,28,31,9,2,4
2020-11-23,57,34,27,18,2,5
2020-11-24,60,34,30,17,2,6
2020-11-25,68,48,35,22,4,8
2020-11-26,88,45,33,16,2,6
2020-11-27,78,29,33,8,2,5
2020-11-28,61,26,35,7,2,5
2020-11-29,51,28,36,11,3,5
2020-11-30,57,41,25,22,5,8
2020-12-01,70,37,32,21,3,8
2020-12-02,69,34,35,15,3,6
2020-12-03,62,32,30,13,3,7
2020-12-04,61,33,36,12,3,6
2020-12-05,61,37,36,12,1,7
2020-12-06,71,53,37,18,4,8
2020-12-07,111,34,36,12,2,7
2020-12-08,68,31,22,19,4,7
2020-12-09,62,35,32,22,2,7
2020-12-10,67,53,32,19,3,8
2020-12-11,113,56,40,16,3,7
2020-12-12,109,51,40,15,2,8
2020-12-13,97,28,35,10,4,4
2020-12-14,43,26,45,15,4,5
2020-12-15,44,25,48,14,3,5
2020-12-16,41,23,49,17,3,5
2020-12-17,47,35,27,19,5,6
2020-12-18,75,28,27,12,5,5
2020-12-19,54,30,31,12,4,5
2020-12-20,53,40,27,17,5,7
2020-12-21,71,42,32,20,4,8
2020-12-22,85,56,38,24,8,8
2020-12-23,119,55,36,19,2,5
2020-12-24,102,36,30,13,3,4
2020-12-25,59,50,27,20,3,9
2020-12-26,79,58,31,19,5,8
2020-12-27,103,50,27,28,4,9
2020-12-28,97,54,36,27,4,9
2020-12-29,104,36,53,10,3,6
2020-12-30,58,27,41,13,3,6
2020-12-31,47,28,28,15,4,8
2021-01-01,59,42,30,15,4,8
2021-01-02,72,45,30,11,4,8
2021-01-03,62,44,24,15,4,6
2020-07-01,29,31,30,14,6,4
2020-07-02,55,29,29,15,7,4
2020-07-03,50,28,29,20,13,11
2020-07-04,51,33,57,11,7,4
2020-07-05,68,40,33,19,12,5
2020-07-06,80,34,62,15,9,5
2020-07-07,66,39,62,13,10,3
2020-07-08,79,38,48,12,9,2
2020-07-09,79,32,44,24,12,12
2020-07-10,62,34,34,15,10,3
2020-07-11,59,36,33,14,11,6
2020-07-12,57,23,41,23,13,12
2020-07-13,40,32,32,29,13,15
2020-07-14,49,31,26,16,5,3
2020-07-15,51,32,31,12,8,6
2020-07-16,55,32,30,11,6,3
2020-07-17,47,30,26,11,7,3
2020-07-18,52,39,22,13,6,4
2020-07-19,65,30,41,11,7,3
2020-07-20,52,22,53,12,5,3
2020-07-21,37,27,40,15,4,4
2020-07-22,48,28,42,16,11,3
2020-07-23,38,26,31,15,6,5
2020-07-24,47,32,47,15,8,5
2020-07-25,55,37,46,14,8,5
2020-07-26,78,33,35,23,7,8
2020-07-27,64,23,34,19,6,5
2020-07-28,51,34,32,17,6,5
2020-07-29,68,27,39,14,4,4
2020-07-30,62,23,33,11,3,3
2020-07-31,51,26,34,12,4,3
2020-08-01,56,30,28,10,5,3
2020-08-02,68,38,26,10,4,2
2020-08-03,68,48,28,9,5,2
2020-08-04,91,49,25,11,5,2
2020-08-05,87,39,41,12,6,3
2020-08-06,64,35,24,20,6,6
2020-08-07,66,21,41,17,5,5
2020-08-08,44,35,24,10,6,3
2020-08-09,56,26,18,11,7,3
2020-08-10,48,37,34,12,3,2
2020-08-11,57,28,26,11,4,3
2020-08-12,45,24,36,9,4,3
2020-08-13,54,36,60,12,4,2
2020-08-14,69,30,55,9,4,3
2020-08-15,68,27,41,8,3,3
2020-08-16,62,29,37,12,11,3
2020-08-17,67,38,43,12,5,4
2020-08-18,79,38,45,12,4,3
2020-08-19,85,42,38,15,11,3
2020-08-20,88,39,35,15,16,6
2020-08-21,72,26,35,15,14,4
2020-08-22,47,32,42,14,13,6
2020-08-23,67,44,57,17,9,4
2020-08-24,90,48,51,16,7,4
2020-08-25,102,40,34,14,11,4
2020-08-26,75,22,37,11,5,3
2020-08-27,47,21,39,12,5,3
2020-08-28,44,23,26,12,5,3
2020-08-29,47,27,40,14,13,8
2020-08-30,55,37,35,22,16,15
2020-08-31,62,37,35,20,19,7
2020-09-01,54,36,33,19,12,7
2020-09-02,62,31,39,7,6,5
2020-09-03,51,42,89,11,5,3
2020-09-04,81,45,44,21,8,6
2020-09-05,101,42,54,31,15,23
2020-09-06,73,36,49,26,13,9
2020-09-07,54,71,59,13,5,4
2020-09-08,144,44,61,15,4,4
2020-09-09,98,42,49,18,4,4
2020-09-10,82,54,50,30,10,13
2020-09-11,97,43,48,32,13,10
2020-09-12,69,36,28,16,9,10
2020-09-13,51,30,37,10,4,3
2020-09-14,50,43,57,16,5,6
2020-09-15,78,36,21,17,3,16
2020-09-16,73,35,28,14,3,33
2020-09-17,76,32,39,12,3,2
2020-09-18,67,42,50,12,4,3
2020-09-19,55,33,41,9,5,3
2020-09-20,59,32,39,13,3,3
2020-09-21,58,42,35,19,10,11
2020-09-22,57,50,32,29,25,26
2020-09-23,69,48,35,27,26,20
2020-09-24,64,49,35,20,15,14
2020-09-25,69,47,36,18,13,16
2020-09-26,70,43,35,19,15,15
2020-09-27,63,37,36,14,6,5
2020-09-28,58,30,45,12,5,3
2020-09-29,53,30,34,9,2,2
2020-09-30,48,26,37,11,8,4
2020-04-01,84,40,43,15,6,5
2020-04-02,67,46,53,14,3,5
2020-04-03,74,50,56,13,4,4
2020-04-04,74,38,48,11,7,5
2020-04-05,42,49,56,16,5,5
2020-04-06,74,70,68,13,5,6
2020-04-07,100,49,56,12,5,5
2020-04-08,78,48,50,14,5,5
2020-04-09,71,28,42,12,5,4
2020-04-10,39,45,45,16,5,5
2020-04-11,77,37,47,14,5,6
2020-04-12,64,50,45,24,10,11
2020-04-13,62,37,51,14,6,5
2020-04-14,50,50,76,16,12,7
2020-04-15,78,43,44,13,9,5
2020-04-16,50,44,35,18,6,5
2020-04-17,66,43,42,12,8,2
2020-04-18,62,35,48,14,12,6
2020-04-19,48,30,52,11,5,6
2020-04-20,40,48,46,10,5,5
2020-04-21,45,50,40,12,7,5
2020-04-22,43,53,43,8,8,4
2020-04-23,52,49,47,11,5,4
2020-04-24,54,67,90,12,6,5
2020-04-25,65,53,62,10,5,4
2020-04-26,78,39,54,13,7,4
2020-04-27,57,39,58,12,4,5
2020-04-28,59,60,90,16,7,6
2020-04-29,82,47,74,10,6,4
2020-04-30,69,57,67,17,5,3
2020-05-01,84,50,60,9,6,3
2020-05-02,72,33,35,10,7,3
2020-05-03,66,47,46,11,6,6
