date, pm25, pm10, o3, no2, so2, co
2022/10/29, 48, 14, 31, 14, 3, 3
2022/10/30, 39, 19, 37, 24, 3, 4
2022/10/31, 47, 27, 38, 25, 3, 4
2022/11/1, 63, 48, 48, 35, 3, 5
2022/11/2, 105, 53, 49, 33, 4, 6
2022/11/3, 110, 32, 33, 15, 3, 4
2022/11/4, 70, 23, 33, 14, 2, 4
2022/11/5, 46, 24, 38, 18, 3, 4
2022/11/6, 62, 36, 37, 32, 4, 5
2022/11/7, 76, 47, 41, 39, 5, 6
2022/11/8, 90, 46, 50, 44, 4, 6
2022/11/9, 97, 53, 45, 44, 5, 7
2022/11/10, 119, 48, 49, 35, 4, 6
2022/11/11, 112, 40, 49, 25, 4, 5
2022/11/12, 92, 14, 33, 8, 3, 4
2022/11/13, 34, 28, 30, 18, 3, 4
2022/11/14, 61, 25, 35, 14, 2, 4
2022/11/15, 64, 36, 35, 32, 3, 5
2022/11/16, 79, 40, 35, 28, 4, 5
2022/11/17, 90, 41, 40, 41, 8, 5
2022/11/18, 90, 32, 42, 26, 6, 5
2022/11/19, 72, 26, 28, 17, 3, 4
2022/11/20, 62, 35, 22, 30, 4, 5
2022/11/21, 78, 49, 18, 34, 4, 5
2022/11/22, 101, 27, 30, 22, 3, 4
2022/11/23, 77, 32, 30, 25, 4, 4
2022/11/24, 79, 35, 44, 28, 5, 4
2022/11/25, 77, 36, 39, 20, 4, 4
2022/11/26, 77, 35, 32, 21, 4, 5
2022/11/27, 60, 40, 35, 25, 6, 5
2022/11/28, 81, 23, 28, 11, 4, 4
2022/11/29, 45, 22, 28, 8, 3, 3
2022/11/30, 35, 12, 27, 10, 3, 2
2022/12/1, 28, 21, 27, 18, 3, 4
2022/12/2, 54, 33, 13, 32, 5, 6
2022/12/3, 76, 26, 30, 12, 3, 4
2022/12/4, 62, 16, 25, 11, 2, 3
2022/12/5, 37, 28, 29, 18, 4, 4
2022/12/6, 64, 37, 34, 26, 3, 6
2022/12/7, 77, 42, 29, 40, 4, 5
2022/12/8, 88, 47, 28, 42, 6, 6
2022/12/9, 86, 54, 27, 30, 4, 6
2022/12/10, 108, 29, 33, 14, 3, 3
2022/12/11, 70, 40, 25, 30, 4, 4
2022/12/12, 76, 76, 30, 18, 3, 4
2022/12/13, 105, 27, 28, 12, 3, 2
2022/12/14, 53, 31, 22, 28, 4, 6
2022/12/15, 65, 27, 26, 19, 3, 4
2022/12/16, 56, 16, 25, 11, 3, 3
2022/12/17, 45, 16, 27, 9, 4, 4
2022/12/18, 51, 32, 24, 27, 4, 4
2022/12/19, 64, 43, 25, 35, 5, 4
2022/12/20, 83, 45, 16, 38, 5, 5
2022/12/21, 101, 32, 26, 11, 3, 4
2022/12/22, 69, 20, 30, 6, 3, 2
2022/12/23, 48, 23, 27, 12, 3, 3
2022/12/24, 58, 19, 32, 11, 3, 4
2022/12/25, 55, 27, 25, 22, 4, 4
2022/12/26, 65, 26, 24, 27, 4, 4
2022/12/27, 68, 41, 30, 25, 4, 4
2022/12/28, 90, 27, 29, 21, 3, 4
2022/12/29, 69, 39, 30, 33, 5, 5
2022/12/30, 87, 31, 30, 18, 3, 4
2022/12/31, 81, 46, 37, 19, 4, 5
2023/1/1, 110, 17, 30, 18, 3, 4
2022/7/1, 55, 30, 49, 16, 4, 2
2022/7/2, 76, 16, 38, 13, 4, 2
2022/7/3, 50, 18, 24, 15, 4, 2
2022/7/4, 46, 20, 43, 19, 5, 4
2022/7/5, 54, 20, 28, 14, 3, 3
2022/7/6, 55, 18, 26, 12, 3, 4
2022/7/7, 41, 20, 32, 15, 3, 3
2022/7/8, 46, 26, 84, 11, 3, 5
2022/7/9, 65, 22, 68, 11, 4, 5
2022/7/10, 64, 19, 36, 18, 3, 4
2022/7/11, 55, 24, 39, 15, 3, 5
2022/7/12, 54, 17, 26, 17, 4, 4
2022/7/13, 38, 23, 52, 14, 3, 5
2022/7/14, 57, 29, 74, 19, 5, 5
2022/7/15, 64, 32, 96, 14, 4, 5
2022/7/16, 73, 21, 50, 8, 3, 4
2022/7/17, 58, 16, 35, 19, 3, 4
2022/7/18, 46, 23, 63, 15, 3, 4
2022/7/19, 61, 35, 67, 19, 3, 4
2022/7/20, 80, 21, 69, 11, 3, 4
2022/7/21, 58, 22, 63, 11, 3, 3
2022/7/22, 60, 17, 41, 14, 4, 3
2022/7/23, 51, 20, 60, 8, 3, 4
2022/7/24, 57, 26, 66, 16, 3, 5
2022/7/25, 69, 27, 73, 16, 4, 4
2022/7/26, 69, 23, 51, 12, 3, 3
2022/7/27, 62, 24, 37, 14, 4, 3
2022/7/28, 64, 26, 51, 15, 5, 3
2022/7/29, 75, 13, 24, 10, 3, 2
2022/7/30, 39, 18, 19, 8, 4, 2
2022/7/31, 34, 22, 68, 8, 5, 2
2022/8/1, 36, 17, 141, 9, 4, 2
2022/8/2, 27, 15, 143, 7, 4, 2
2022/8/3, 32, 17, 33, 10, 4, 3
2022/8/4, 47, 21, 35, 12, 4, 2
2022/8/5, 49, 27, 62, 10, 4, 4
2022/8/6, 66, 27, 37, 8, 4, 3
2022/8/7, 66, 15, 26, 7, 4, 2
2022/8/8, 32, 14, 22, 7, 3, 3
2022/8/9, 26, 13, 19, 10, 4, 3
2022/8/10, 28, 14, 14, 12, 4, 3
2022/8/11, 36, 30, 53, 16, 4, 5
2022/8/12, 74, 35, 63, 15, 5, 6
2022/8/13, 88, 23, 38, 8, 4, 3
2022/8/14, 59, 11, 21, 4, 3, 3
2022/8/15, 28, 15, 25, 17, 4, 4
2022/8/16, 39, 19, 32, 22, 4, 5
2022/8/17, 51, 26, 73, 15, 3, 5
2022/8/18, 65, 27, 33, 15, 4, 5
2022/8/19, 67, 24, 29, 14, 3, 5
2022/8/20, 59, 17, 43, 9, 3, 4
2022/8/21, 37, 20, 59, 20, 4, 5
2022/8/22, 46, 36, 56, 28, 6, 7
2022/8/23, 78, 15, 35, 13, 3, 4
2022/8/24, 35, 30, 50, 12, 4, 4
2022/8/25, 61, 29, 84, 10, 4, 4
2022/8/26, 64, 27, 51, 10, 4, 4
2022/8/27, 66, 16, 39, 10, 4, 4
2022/8/28, 42, 19, 35, 14, 4, 4
2022/8/29, 45, 21, 26, 23, 4, 5
2022/8/30, 57, 22, 26, 23, 4, 5
2022/8/31, 56, 19, 35, 21, 4, 4
2022/9/1, 46, 13, 47, 22, 4, 4
2022/9/2, 36, 10, 39, 13, 3, 4
2022/9/3, 26, 16, 31, 11, 4, 4
2022/9/4, 42, 24, 15, 11, 4, 4
2022/9/5, 45, 13, 44, 8, 3, 3
2022/9/6, 29, 24, 58, 19, 4, 4
2022/9/7, 58, 24, 45, 24, 4, 4
2022/9/8, 54, 16, 38, 9, 3, 3
2022/9/9, 43, 15, 35, 6, 3, 4
2022/9/10, 37, 19, 36, 8, 3, 4
2022/9/11, 48, 19, 30, 10, 3, 4
2022/9/12, 54, 17, 32, 10, 2, 3
2022/9/13, 48, 17, 34, 7, 2, 3
2022/9/14, 43, 22, 35, 10, 2, 3
2022/9/15, 49, 24, 40, 20, 3, 3
2022/9/16, 56, 30, 46, 21, 4, 4
2022/9/17, 79, 17, 30, 6, 2, 4
2022/9/18, 49, 8, 30, 7, 2, 3
2022/9/19, 21, 28, 33, 12, 3, 3
2022/9/20, 50, 17, 33, 12, 3, 3
2022/9/21, 40, 18, 39, 20, 3, 3
2022/9/22, 43, 24, 54, 15, 3, 3
2022/9/23, 58, 16, 41, 12, 3, 3
2022/9/24, 48, 19, 30, 16, 3, 3
2022/9/25, 55, 29, 20, 26, 3, 4
2022/9/26, 72, 27, 39, 22, 3, 4
2022/9/27, 63, 22, 39, 21, 3, 4
2022/9/28, 59, 27, 71, 28, 3, 4
2022/9/29, 74, 35, 97, 38, 3, 5
2022/9/30, 90, 36, 62, 28, 3, 5
2022/4/1, 31, 23, 44, 23, 3, 3
2022/4/2, 51, 24, 54, 17, 4, 3
2022/4/3, 58, 28, 50, 30, 5, 3
2022/4/4, 60, 32, 49, 36, 5, 4
2022/4/5, 72, 39, 69, 31, 5, 4
2022/4/6, 74, 39, 58, 30, 4, 4
2022/4/7, 73, 40, 44, 30, 4, 4
2022/4/8, 61, 34, 45, 27, 5, 4
2022/4/9, 56, 27, 46, 16, 5, 6
2022/4/10, 60, 36, 26, 28, 4, 4
2022/4/11, 76, 27, 35, 22, 4, 5
2022/4/12, 62, 20, 31, 18, 3, 4
2022/4/13, 49, 14, 33, 12, 3, 4
2022/4/14, 30, 22, 39, 11, 3, 4
2022/4/15, 42, 18, 44, 12, 4, 4
2022/4/16, 38, 25, 51, 15, 4, 4
2022/4/17, 49, 36, 61, 34, 5, 4
2022/4/18, 65, 43, 60, 38, 5, 3
2022/4/19, 77, 37, 73, 35, 5, 3
2022/4/20, 64, 36, 45, 52, 7, 4
2022/4/21, 76, 32, 53, 26, 4, 4
2022/4/22, 75, 38, 51, 17, 4, 5
2022/4/23, 71, 40, 61, 18, 5, 5
2022/4/24, 80, 41, 57, 34, 5, 4
2022/4/25, 93, 11, 27, 22, 3, 6
2022/4/26, 21, 47, 43, 17, 4, 4
2022/4/27, 59, 55, 48, 21, 5, 3
2022/4/28, 55, 11, 37, 13, 3, 2
2022/4/29, 29, 20, 44, 14, 4, 2
2022/4/30, 32, 30, 47, 11, 4, 3
2022/5/1, 55, 30, 51, 16, 4, 3
2022/5/2, 56, 26, 57, 22, 4, 3
2022/5/3, 64, 31, 51, 31, 4, 3
2022/5/4, 62, 23, 55, 23, 4, 3
2022/5/5, 56, 28, 42, 24, 5, 3
2022/5/6, 65, 26, 45, 16, 4, 4
2022/5/7, 63, 15, 46, 7, 5, 3
2022/5/8, 35, 13, 48, 12, 4, 3
2022/5/9, 31, 15, 46, 15, 5, 3
2022/5/10, 35, 26, 47, 23, 5, 4
2022/5/11, 59, 39, 44, 21, 4, 4
2022/5/12, 84, 32, 31, 22, 3, 4
2022/5/13, 78, 27, 49, 10, 4, 3
2022/5/14, 57, 19, 50, 7, 3, 2
2022/5/15, 33, 24, 56, 14, 3, 3
2022/5/16, 47, 32, 82, 23, 5, 4
2022/5/17, 65, 40, 90, 24, 5, 4
2022/5/18, 78, 36, 76, 29, 12, 4
2022/5/19, 76, 37, 65, 27, 9, 4
2022/5/20, 82, 34, 61, 16, 5, 4
2022/5/21, 75, 35, 93, 11, 6, 4
2022/5/22, 73, 45, 76, 21, 5, 5
2022/5/23, 92, 54, 112, 22, 5, 4
2022/5/24, 107, 50, 87, 20, 5, 4
2022/5/25, 116, 24, 50, 14, 4, 3
2022/5/26, 54, 29, 60, 22, 4, 3
2022/5/27, 52, 28, 80, 18, 5, 3
2022/5/28, 57, 19, 62, 13, 5, 3
2022/5/29, 51, 31, 79, 18, 6, 3
2022/5/30, 64, 28, 55, 13, 3, 3
2022/5/31, 58, 24, 54, 22, 4, 4
2022/6/1, 55, 22, 70, 18, 4, 4
2022/6/2, 57, 29, 78, 18, 4, 4
2022/6/3, 69, 18, 47, 6, 3, 2
2022/6/4, 33, 18, 43, 11, 3, 3
2022/6/5, 42, 7, 37, 7, 3, 2
2022/6/6, 19, 10, 27, 11, 3, 2
2022/6/7, 21, 15, 32, 11, 4, 2
2022/6/8, 39, 19, 43, 16, 5, 3
2022/6/9, 52, 18, 43, 20, 5, 3
2022/6/10, 49, 25, 44, 20, 5, 4
2022/6/11, 61, 17, 48, 8, 4, 3
2022/6/12, 43, 16, 35, 10, 3, 3
2022/6/13, 37, 5, 30, 6, 3, 2
2022/6/14, 14, 12, 58, 10, 2, 3
2022/6/15, 34, 30, 77, 11, 3, 4
2022/6/16, 79, 25, 49, 17, 4, 3
2022/6/17, 62, 16, 51, 11, 4, 3
2022/6/18, 43, 14, 41, 10, 4, 2
2022/6/19, 37, 19, 39, 14, 4, 2
2022/6/20, 50, 15, 32, 13, 3, 2
2022/6/21, 35, 22, 62, 17, 4, 3
2022/6/22, 48, 14, 25, 11, 2, 2
2022/6/23, 28, 16, 42, 7, 3, 3
2022/6/24, 37, 28, 51, 11, 3, 4
2022/6/25, 68, 10, 23, 7, 3, 3
2022/6/26, 19, 11, 13, 11, 3, 2
2022/6/27, 19, 13, 12, 10, 3, 2
2022/6/28, 20, 14, 13, 12, 3, 2
2022/6/29, 20, 11, 16, 8, 3, 4
2022/6/30, 18, 23, 25, 13, 5, 3
2022/1/3, 94, 42, 28, 39, 5, 8
2022/1/4, 78, 42, 24, 41, 6, 5
2022/1/5, 77, 32, 29, 27, 5, 4
2022/1/6, 67, 46, 21, 38, 5, 5
2022/1/7, 87, 40, 26, 33, 6, 6
2022/1/8, 82, 55, 34, 24, 4, 7
2022/1/9, 127, 73, 27, 45, 5, 9
2022/1/10, 158, 38, 28, 12, 2, 4
2022/1/11, 85, 21, 27, 14, 2, 4
2022/1/12, 48, 23, 26, 12, 3, 4
2022/1/13, 48, 23, 26, 23, 4, 5
2022/1/14, 47, 39, 21, 39, 7, 7
2022/1/15, 77, 36, 30, 25, 4, 6
2022/1/16, 72, 22, 28, 13, 3, 3
2022/1/17, 44, 20, 28, 23, 4, 4
2022/1/18, 46, 38, 32, 33, 5, 4
2022/1/19, 76, 32, 27, 24, 4, 4
2022/1/20, 73, 36, 23, 46, 6, 5
2022/1/21, 74, 38, 23, 42, 6, 6
2022/1/22, 80, 30, 33, 33, 5, 5
2022/1/23, 70, 21, 33, 19, 4, 2
2022/1/24, 49, 31, 22, 36, 5, 3
2022/1/25, 63, 48, 36, 26, 3, 5
2022/1/26, 110, 54, 32, 31, 3, 5
2022/1/27, 122, 28, 32, 21, 3, 3
2022/1/28, 63, 17, 32, 11, 2, 3
2022/1/29, 44, 18, 32, 12, 2, 3
2022/1/30, 43, 19, 32, 16, 3, 3
2022/1/31, 43, 37, 37, 10, 3, 4
2022/2/1, 75, 38, 35, 10, 3, 5
2022/2/2, 88, 20, 34, 16, 3, 4
2022/2/3, 47, 26, 36, 12, 3, 4
2022/2/4, 53, 21, 34, 8, 2, 4
2022/2/5, 42, 20, 34, 6, 3, 4
2022/2/6, 34, 22, 29, 14, 3, 3
2022/2/7, 45, 28, 33, 17, 4, 5
2022/2/8, 59, 36, 29, 26, 7, 6
2022/2/9, 74, 36, 34, 24, 6, 4
2022/2/10, 80, 45, 34, 32, 5, 5
2022/2/11, 93, 57, 46, 36, 9, 6
2022/2/12, 123, 41, 39, 10, 3, 4
2022/2/13, 88, 29, 40, 21, 4, 4
2022/2/14, 65, 31, 38, 9, 2, 4
2022/2/15, 64, 22, 33, 8, 3, 2
2022/2/16, 47, 22, 31, 16, 4, 3
2022/2/17, 51, 34, 29, 32, 5, 4
2022/2/18, 63, 30, 33, 22, 4, 4
2022/2/19, 68, 24, 35, 6, 3, 4
2022/2/20, 49, 28, 36, 18, 3, 4
2022/2/21, 54, 25, 32, 10, 4, 4
2022/2/22, 51, 24, 32, 15, 4, 3
2022/2/23, 54, 28, 35, 17, 4, 4
2022/2/24, 52, 42, 43, 22, 5, 5
2022/2/25, 82, 63, 57, 32, 6, 7
2022/2/26, 127, 35, 41, 12, 4, 4
2022/2/27, 73, 42, 33, 38, 5, 5
2022/2/28, 74, 40, 45, 23, 13, 4
2022/3/1, 89, 32, 35, 14, 3, 3
2022/3/2, 70, 37, 41, 30, 5, 4
2022/3/3, 68, 65, 61, 38, 6, 5
2022/3/4, 111, 64, 48, 7, 4, 3
2022/3/5, 59, 25, 37, 11, 3, 3
2022/3/6, 30, 43, 35, 34, 5, 4
2022/3/7, 70, 50, 43, 45, 4, 5
2022/3/8, 84, 61, 55, 33, 5, 5
2022/3/9, 114, 57, 55, 35, 6, 6
2022/3/10, 114, 51, 43, 44, 5, 5
2022/3/11, 91, 41, 39, 25, 3, 4
2022/3/12, 76, 23, 36, 10, 2, 3
2022/3/13, 46, 20, 36, 22, 4, 4
2022/3/14, 48, 32, 42, 22, 4, 4
2022/3/15, 65, 39, 45, 39, 6, 6
2022/3/16, 80, 33, 36, 29, 4, 4
2022/3/17, 57, 8, 36, 15, 4, 4
2022/3/18, 17, 14, 30, 18, 3, 3
2022/3/19, 36, 18, 39, 14, 3, 5
2022/3/20, 51, 22, 37, 23, 3, 4
2022/3/21, 55, 32, 41, 20, 3, 3
2022/3/22, 66, 43, 39, 28, 5, 5
2022/3/23, 87, 54, 51, 28, 3, 6
2022/3/24, 113, 50, 44, 34, 9, 6
2022/3/25, 106, 13, 36, 9, 3, 3
2022/3/26, 23, 33, 48, 11, 4, 4
2022/3/27, 45, 23, 38, 15, 4, 3
2022/3/28, 35, 26, 38, 31, 4, 4
2022/3/29, 53, 38, 27, 38, 4, 5
2022/3/30, 74, 32, 34, 23, 4, 4
2022/3/31, 75, 16, 38, 14, 3, 3
2021/10/1, 55, 36, 63, 20, 4, 5
2021/10/2, 82, 37, 73, 18, 6, 4
2021/10/3, 83, 38, 45, 12, 4, 4
2021/10/4, 62, 29, 50, 23, 5, 3
2021/10/5, 61, 38, 63, 25, 5, 4
2021/10/6, 77, 27, 53, 21, 4, 3
2021/10/7, 57, 27, 37, 25, 4, 4
2021/10/8, 67, 28, 45, 17, 4, 4
2021/10/9, 64, 30, 40, 11, 4, 4
2021/10/10, 64, 14, 29, 12, 3, 3
2021/10/11, 32, 10, 32, 13, 3, 3
2021/10/12, 22, 14, 32, 16, 4, 3
2021/10/13, 29, 22, 35, 24, 5, 4
2021/10/14, 45, 28, 54, 23, 5, 3
2021/10/15, 63, 15, 34, 7, 3, 3
2021/10/16, 26, 22, 29, 4, 6, 3
2021/10/17, 23, 25, 30, 20, 5, 4
2021/10/18, 52, 28, 46, 22, 5, 3
2021/10/19, 59, 27, 36, 25, 5, 4
2021/10/20, 63, 28, 23, 30, 5, 4
2021/10/21, 64, 29, 50, 22, 4, 5
2021/10/22, 71, 16, 38, 17, 4, 5
2021/10/23, 36, 22, 39, 22, 4, 6
2021/10/24, 52, 26, 41, 29, 4, 5
2021/10/25, 58, 38, 42, 37, 4, 4
2021/10/26, 81, 49, 61, 37, 5, 4
2021/10/27, 102, 33, 39, 22, 4, 4
2021/10/28, 64, 20, 33, 22, 4, 4
2021/10/29, 40, 23, 27, 24, 3, 4
2021/10/30, 51, 24, 44, 23, 2, 5
2021/10/31, 56, 37, 44, 34, 4, 5
2021/11/1, 76, 35, 42, 16, 4, 4
2021/11/2, 74, 32, 44, 24, 4, 4
2021/11/3, 74, 38, 46, 34, 4, 4
2021/11/4, 82, 50, 49, 48, 5, 5
2021/11/5, 102, 31, 45, 20, 4, 3
2021/11/6, 55, 18, 39, 17, 4, 3
2021/11/7, 38, 17, 33, 18, 3, 3
2021/11/8, 33, 16, 29, 12, 3, 3
2021/11/9, 28, 13, 36, 9, 3, 4
2021/11/10, 22, 14, 34, 9, 3, 4
2021/11/11, 23, 14, 31, 9, 3, 4
2021/11/12, 27, 21, 29, 27, 3, 7
2021/11/13, 47, 35, 44, 30, 4, 8
2021/11/14, 72, 50, 38, 41, 4, 8
2021/11/15, 86, 51, 37, 40, 5, 8
2021/11/16, 80, 58, 33, 33, 4, 6
2021/11/17, 85, 52, 38, 41, 5, 5
2021/11/18, 85, 56, 41, 53, 5, 8
2021/11/19, 104, 58, 46, 46, 4, 7
2021/11/20, 120, 56, 41, 37, 5, 5
2021/11/21, 121, 34, 35, 15, 4, 4
2021/11/22, 55, 15, 33, 13, 3, 3
2021/11/23, 35, 22, 32, 16, 3, 3
2021/11/24, 45, 44, 42, 27, 5, 4
2021/11/25, 72, 34, 36, 22, 4, 3
2021/11/26, 57, 30, 30, 28, 5, 3
2021/11/27, 63, 27, 28, 33, 5, 4
2021/11/28, 60, 36, 23, 49, 6, 5
2021/11/29, 72, 24, 35, 34, 5, 5
2021/11/30, 56, 14, 30, 7, 3, 2
2021/12/1, 34, 22, 25, 23, 4, 4
2021/12/2, 49, 30, 32, 25, 5, 6
2021/12/3, 64, 20, 27, 20, 4, 4
2021/12/4, 45, 34, 22, 27, 4, 5
2021/12/5, 72, 46, 13, 44, 5, 6
2021/12/6, 92, 40, 35, 36, 4, 4
2021/12/7, 88, 24, 31, 29, 4, 4
2021/12/8, 58, 31, 19, 35, 6, 5
2021/12/9, 66, 35, 21, 39, 5, 5
2021/12/10, 75, 46, 34, 32, 4, 5
2021/12/11, 101, 47, 35, 12, 4, 5
2021/12/12, 100, 18, 28, 17, 4, 4
2021/12/13, 39, 20, 29, 28, 4, 5
2021/12/14, 45, 32, 19, 50, 6, 11
2021/12/15, 51, 40, 13, 45, 5, 9
2021/12/16, 69, 28, 33, 11, 3, 5
2021/12/17, 42, 16, 30, 23, 7, 6
2021/12/18, 35, 22, 33, 24, 5, 7
2021/12/19, 50, 43, 47, 41, 5, 5
2021/12/20, 73, 57, 24, 56, 6, 7
2021/12/21, 111, 47, 31, 40, 5, 6
2021/12/22, 91, 43, 27, 43, 6, 7
2021/12/23, 79, 60, 20, 48, 6, 6
2021/12/24, 124, 28, 34, 9, 3, 3
2021/12/25, 53, 15, 33, 6, 3, 2
2021/12/26, 35, 23, 31, 22, 4, 6
2021/12/27, 48, 42, 25, 39, 6, 7
2021/12/28, 79, 46, 37, 32, 5, 6
2021/12/29, 97, 26, 34, 9, 3, 3
2021/12/30, 53, 17, 35, 10, 4, 4
2021/12/31, 39, 16, 33, 19, 4, 4
2022/1/1, 36, 32, 35, 31, 6, 6
2022/1/2, 69, 44, 29, 28, 4, 5
2021/7/1, 64, 24, 37, 16, 4, 5
2021/7/2, 58, 15, 34, 12, 3, 3
2021/7/3, 37, 17, 42, 9, 2, 4
2021/7/4, 40, 21, 29, 23, 4, 4
2021/7/5, 53, 14, 35, 21, 3, 4
2021/7/6, 33, 16, 18, 15, 3, 4
2021/7/7, 35, 22, 29, 17, 3, 4
2021/7/8, 58, 21, 40, 16, 5, 4
2021/7/9, 53, 29, 55, 13, 10, 4
2021/7/10, 71, 26, 45, 9, 8, 3
2021/7/11, 59, 30, 52, 13, 6, 3
2021/7/12, 71, 22, 19, 11, 9, 2
2021/7/13, 46, 19, 18, 12, 10, 2
2021/7/14, 44, 18, 18, 16, 7, 2
2021/7/15, 44, 30, 44, 13, 4, 4
2021/7/16, 75, 15, 24, 11, 3, 3
2021/7/17, 40, 12, 29, 9, 3, 3
2021/7/18, 31, 18, 52, 14, 4, 3
2021/7/19, 46, 17, 39, 15, 5, 3
2021/7/20, 44, 20, 47, 18, 4, 3
2021/7/21, 53, 23, 51, 17, 5, 2
2021/7/22, 66, 27, 64, 15, 5, 2
2021/7/23, 69, 25, 48, 14, 5, 3
2021/7/24, 67, 17, 34, 8, 4, 2
2021/7/25, 50, 16, 31, 12, 3, 2
2021/7/26, 43, 22, 56, 15, 4, 2
2021/7/27, 61, 20, 37, 13, 4, 3
2021/7/28, 55, 21, 59, 17, 6, 2
2021/7/29, 52, 25, 48, 17, 5, 2
2021/7/30, 61, 22, 40, 15, 8, 3
2021/7/31, 62, 28, 78, 9, 5, 3
2021/8/1, 76, 21, 26, 10, 5, 4
2021/8/2, 54, 22, 28, 12, 5, 2
2021/8/3, 57, 24, 66, 15, 5, 3
2021/8/4, 69, 23, 67, 16, 5, 2
2021/8/5, 65, 18, 65, 17, 4, 3
2021/8/6, 58, 25, 59, 13, 4, 3
2021/8/7, 65, 15, 29, 8, 3, 2
2021/8/8, 41, 14, 52, 8, 3, 2
2021/8/9, 29, 23, 38, 15, 3, 2
2021/8/10, 46, 26, 49, 16, 3, 3
2021/8/11, 56, 24, 78, 16, 5, 3
2021/8/12, 60, 19, 47, 15, 4, 3
2021/8/13, 52, 16, 50, 13, 3, 3
2021/8/14, 49, 16, 38, 6, 3, 3
2021/8/15, 39, 20, 46, 11, 4, 3
2021/8/16, 53, 18, 30, 13, 3, 4
2021/8/17, 47, 15, 44, 12, 3, 3
2021/8/18, 35, 20, 57, 12, 3, 3
2021/8/19, 40, 20, 51, 15, 3, 3
2021/8/20, 50, 15, 50, 9, 3, 3
2021/8/21, 36, 21, 82, 9, 4, 5
2021/8/22, 56, 21, 30, 21, 4, 4
2021/8/23, 54, 22, 42, 11, 3, 3
2021/8/24, 49, 15, 27, 22, 3, 4
2021/8/25, 47, 26, 71, 18, 3, 4
2021/8/26, 56, 29, 24, 20, 3, 5
2021/8/27, 59, 20, 75, 11, 3, 4
2021/8/28, 43, 22, 25, 11, 2, 4
2021/8/29, 54, 26, 53, 17, 3, 4
2021/8/30, 66, 40, 60, 20, 4, 4
2021/8/31, 88, 21, 35, 12, 3, 3
2021/9/1, 38, 13, 41, 16, 3, 3
2021/9/2, 25, 13, 35, 11, 3, 4
2021/9/3, 32, 16, 37, 11, 3, 4
2021/9/4, 38, 18, 36, 9, 3, 3
2021/9/5, 39, 20, 36, 16, 3, 3
2021/9/6, 48, 26, 35, 17, 3, 3
2021/9/7, 55, 19, 53, 14, 4, 4
2021/9/8, 41, 30, 97, 20, 4, 3
2021/9/9, 73, 33, 32, 31, 4, 4
2021/9/10, 75, 30, 78, 21, 4, 4
2021/9/11, 68, 27, 67, 12, 5, 4
2021/9/12, 64, 23, 41, 17, 4, 4
2021/9/13, 45, 13, 35, 16, 5, 3
2021/9/14, 29, 17, 39, 8, 10, 4
2021/9/15, 31, 18, 33, 16, 4, 3
2021/9/16, 38, 12, 32, 13, 3, 4
2021/9/17, 30, 16, 39, 13, 3, 4
2021/9/18, 36, 13, 43, 10, 3, 4
2021/9/19, 24, 17, 42, 9, 3, 2
2021/9/20, 33, 20, 35, 9, 3, 5
2021/9/21, 33, 25, 69, 12, 7, 6
2021/9/22, 60, 20, 49, 17, 4, 4
2021/9/23, 48, 20, 34, 19, 4, 3
2021/9/24, 44, 17, 29, 12, 3, 2
2021/9/25, 32, 16, 34, 7, 3, 2
2021/9/26, 24, 15, 35, 13, 3, 3
2021/9/27, 27, 20, 34, 18, 4, 3
2021/9/28, 38, 26, 31, 20, 4, 3
2021/9/29, 51, 16, 35, 19, 4, 4
2021/9/30, 40, 25, 56, 24, 4, 4
2021/4/1, 56, 45, 47, 16, 4, 4
2021/4/2, 58, 41, 33, 25, 3, 4
2021/4/3, 61, 17, 38, 11, 3, 4
2021/4/4, 34, 20, 42, 15, 3, 4
2021/4/5, 41, 28, 46, 30, 4, 4
2021/4/6, 60, 40, 62, 21, 4, 3
2021/4/7, 71, 39, 55, 28, 4, 3
2021/4/8, 72, 29, 40, 25, 3, 4
2021/4/9, 57, 19, 42, 19, 3, 3
2021/4/10, 42, 21, 45, 20, 4, 4
2021/4/11, 43, 23, 38, 30, 3, 4
2021/4/12, 50, 15, 43, 9, 3, 4
2021/4/13, 25, 23, 43, 16, 3, 4
2021/4/14, 48, 36, 46, 36, 4, 4
2021/4/15, 67, 37, 47, 34, 4, 4
2021/4/16, 70, 51, 48, 16, 3, 3
2021/4/17, 70, 27, 40, 11, 3, 4
2021/4/18, 36, 37, 61, 18, 3, 3
2021/4/19, 53, 50, 73, 26, 4, 3
2021/4/20, 79, 60, 80, 50, 5, 5
2021/4/21, 100, 53, 76, 47, 5, 5
2021/4/22, 82, 31, 53, 17, 4, 3
2021/4/23, 52, 29, 55, 19, 4, 4
2021/4/24, 55, 29, 46, 14, 3, 3
2021/4/25, 51, 20, 43, 20, 3, 3
2021/4/26, 30, 28, 39, 32, 5, 3
2021/4/27, 50, 33, 53, 25, 4, 3
2021/4/28, 64, 49, 71, 26, 4, 3
2021/4/29, 81, 54, 68, 13, 3, 3
2021/4/30, 73, 23, 47, 8, 3, 3
2021/5/1, 48, 21, 46, 12, 3, 3
2021/5/2, 40, 22, 54, 22, 3, 3
2021/5/3, 42, 25, 42, 22, 5, 3
2021/5/4, 55, 34, 52, 6, 2, 2
2021/5/5, 43, 49, 44, 30, 3, 3
2021/5/6, 58, 57, 56, 28, 3, 4
2021/5/7, 73, 123, 60, 15, 3, 4
